transaction_id,amount,payment_method,failure_reason,customer_attempts,hour,recovery_probability,recovered
TXN00397,40211,UPI,Network Error,4,11,0.4332894472174371,0
TXN00398,40074,Wallet,Insufficient Funds,3,2,0.5189674436014525,0
TXN00399,5901,Card,Timeout,4,8,0.30028108081773797,0
TXN00400,19290,Netbanking,Insufficient Funds,1,1,0.6141238184377978,0
TXN00401,49789,UPI,Insufficient Funds,3,2,0.1054747242909502,1
TXN00402,38854,Netbanking,Authentication Failed,4,13,0.3340427304356836,1
TXN00403,29692,Wallet,Timeout,5,3,0.5703654767093627,1
TXN00404,10747,Netbanking,Network Error,5,18,0.6394011178012725,1
TXN00405,8816,Wallet,Network Error,1,12,0.5484965810697593,1
TXN00406,23455,Wallet,Timeout,3,6,0.5244985154890057,1
TXN00407,22109,Card,Authentication Failed,2,11,0.8747412084512318,1
TXN00408,24476,Wallet,Bank Declined,3,2,0.649105776870376,0
TXN00409,45191,Card,Insufficient Funds,5,22,0.06640306875717175,0
TXN00410,4880,Card,Authentication Failed,4,22,0.5011231359110192,0
TXN00411,2468,Card,Timeout,2,8,0.9125060898207792,1
TXN00412,12139,UPI,Insufficient Funds,1,1,0.2610193304874676,0
TXN00413,6755,UPI,Network Error,2,21,0.36618944134207176,0
TXN00414,41041,Wallet,Bank Declined,1,8,0.7308693401129425,1
TXN00415,4595,Card,Network Error,2,11,0.7242096823552568,1
TXN00416,10993,UPI,Timeout,1,11,0.6992187554785526,1
TXN00417,25647,Card,Insufficient Funds,1,14,0.08750359172518557,0
TXN00418,22486,Netbanking,Timeout,2,1,0.3983493068568621,0
TXN00419,13503,Netbanking,Insufficient Funds,2,17,0.4857845773491797,1
TXN00420,32197,Netbanking,Authentication Failed,1,12,0.34547668902118506,0
TXN00421,13221,Wallet,Bank Declined,5,13,0.552849055823897,0
TXN00422,11066,Card,Authentication Failed,2,4,0.5814171802205754,0
TXN00423,33721,Netbanking,Authentication Failed,3,9,0.3984550331896576,0
TXN00424,28412,UPI,Timeout,4,11,0.9638976088790449,1
TXN00425,49826,Netbanking,Bank Declined,1,9,0.7897248747849026,1
TXN00426,22777,Netbanking,Insufficient Funds,1,23,0.555661455342959,1
TXN00427,31389,Netbanking,Insufficient Funds,4,10,0.10459570648658637,0
TXN00428,31124,Wallet,Network Error,5,1,0.37429101351631366,0
TXN00429,42775,UPI,Insufficient Funds,4,4,0.3949469421054689,0
TXN00430,4877,Card,Timeout,2,6,0.41249934443368996,0
TXN00431,29849,UPI,Authentication Failed,4,5,0.8847858244706319,0
TXN00432,15438,Card,Authentication Failed,1,21,0.3109641638191866,0
TXN00433,2591,Wallet,Authentication Failed,4,22,0.5412274848247818,0
TXN00434,27336,Wallet,Bank Declined,3,2,0.4548847397890538,0
TXN00435,48196,Wallet,Insufficient Funds,2,12,0.49757049501786854,1
TXN00436,14699,Wallet,Timeout,4,2,0.39032548622259744,1
TXN00437,19608,Card,Bank Declined,1,23,0.5012214996296736,1
TXN00438,3151,Netbanking,Network Error,2,20,0.4922935229650005,0
TXN00439,48847,Card,Timeout,1,5,0.9214260672701816,1
TXN00440,49256,UPI,Timeout,5,10,0.32840999849428654,0
TXN00441,21706,Wallet,Timeout,3,16,0.9396092458045214,1
TXN00442,21799,Wallet,Authentication Failed,5,9,0.7830958969871002,1
TXN00443,976,UPI,Timeout,3,11,0.5082995015085708,0
TXN00444,32193,Card,Insufficient Funds,4,16,0.6025034582739733,1
TXN00445,4242,Netbanking,Timeout,2,3,0.32184949223712334,0
TXN00446,15302,Netbanking,Authentication Failed,4,1,0.8768058852053755,1
TXN00447,39834,UPI,Timeout,3,10,0.6686164598128524,1
TXN00448,7179,Netbanking,Network Error,3,6,0.5122967182458117,0
TXN00449,8087,Card,Network Error,3,1,0.553808248816274,1
TXN00450,39667,Card,Authentication Failed,1,17,0.24648374742234816,0
TXN00451,29040,UPI,Insufficient Funds,2,20,0.7425446598294273,1
TXN00452,37333,Card,Insufficient Funds,4,3,0.07750436160548474,0
TXN00453,17119,Wallet,Bank Declined,4,7,0.6584349862035013,1
TXN00454,46285,UPI,Authentication Failed,5,19,0.5099151493945209,0
TXN00455,18177,Card,Timeout,3,13,0.9642413527321004,1
TXN00456,26358,UPI,Authentication Failed,3,11,0.3721998182147566,1
TXN00457,21236,Netbanking,Bank Declined,3,21,0.5724607767566079,0
TXN00458,8411,Card,Authentication Failed,4,20,0.537649346007927,0
TXN00459,17314,Wallet,Authentication Failed,5,17,0.6920065108350709,1
TXN00460,14198,Card,Bank Declined,1,10,0.24760716236669436,1
TXN00461,28351,UPI,Insufficient Funds,2,7,0.18565239101634837,0
TXN00462,38045,UPI,Timeout,1,1,0.4501953740649949,0
TXN00463,47130,Card,Bank Declined,4,14,0.7167055283891828,1
TXN00464,26045,Wallet,Network Error,3,8,0.4323970874287181,1
TXN00465,25416,Wallet,Insufficient Funds,2,18,0.45144423472368367,0
TXN00466,32317,Wallet,Network Error,4,19,0.45067067435066754,0
TXN00467,8408,UPI,Insufficient Funds,4,7,0.6531374650587848,0
TXN00468,6049,Card,Timeout,4,18,0.9595298181427468,1
TXN00469,1250,Netbanking,Timeout,2,4,0.6629450824595683,0
TXN00470,24044,UPI,Authentication Failed,2,10,0.4466162189464248,1
TXN00471,34799,Wallet,Network Error,5,14,0.46384044251224943,1
TXN00472,9304,Card,Insufficient Funds,5,7,0.08484670106613065,0
TXN00473,1181,Wallet,Timeout,1,18,0.4879500533382468,0
TXN00474,29405,Netbanking,Bank Declined,2,22,0.6579650459617226,1
TXN00475,16996,Wallet,Timeout,2,7,0.6735318519164476,1
TXN00476,46275,Wallet,Bank Declined,2,18,0.8608288947966491,1
TXN00477,7905,Netbanking,Insufficient Funds,5,17,0.32739408374419043,0
TXN00478,5337,Card,Timeout,4,9,0.7857043396298761,0
TXN00479,49811,UPI,Timeout,3,6,0.642525923232585,0
TXN00480,20156,Card,Insufficient Funds,5,8,0.4088033511469481,1
TXN00481,45643,Netbanking,Timeout,2,0,0.4874420202228822,0
TXN00482,49112,Wallet,Bank Declined,5,18,0.5184655437893998,0
TXN00483,46052,Card,Timeout,1,4,0.629549497908895,0
TXN00484,3443,UPI,Network Error,2,18,0.7946497652242538,1
TXN00485,13600,Netbanking,Authentication Failed,1,0,0.8584479994302796,1
TXN00486,29475,Card,Bank Declined,2,14,0.430524894237753,1
TXN00487,9762,UPI,Network Error,5,15,0.3295403280069089,0
TXN00488,17064,Netbanking,Insufficient Funds,4,22,0.3974065878504477,0
TXN00489,47993,UPI,Bank Declined,3,6,0.581122932504418,1
TXN00490,8230,Netbanking,Authentication Failed,1,11,0.3179083857923407,1
TXN00491,19631,Wallet,Authentication Failed,5,7,0.7323252243932468,0
TXN00492,1779,Card,Insufficient Funds,4,4,0.7394503759090442,0
TXN00493,3606,UPI,Insufficient Funds,5,9,0.7120423019059227,1
TXN00494,13384,Netbanking,Bank Declined,1,20,0.33797422717655656,0
TXN00495,7353,UPI,Timeout,3,4,0.9127542679305324,1
TXN00496,19228,UPI,Insufficient Funds,5,16,0.5431455454881793,1
TXN00497,28032,Card,Timeout,2,4,0.6176925946648381,0
TXN00498,9535,Wallet,Network Error,4,21,0.6784276960273102,1
TXN00499,44178,UPI,Authentication Failed,5,14,0.7947201224877207,1
TXN00500,13396,Netbanking,Timeout,4,12,0.6360944577468611,1
TXN00501,30545,Netbanking,Authentication Failed,2,0,0.4612451583735888,0
TXN00502,13345,Wallet,Timeout,3,10,0.6452732451181901,1
TXN00503,29224,Netbanking,Network Error,3,22,0.7053908628245343,0
TXN00504,29999,Wallet,Insufficient Funds,2,0,0.18235435764484423,0
TXN00505,44019,Netbanking,Network Error,4,10,0.9306354111868934,1
TXN00506,43325,Card,Insufficient Funds,5,17,0.5219308641807296,0
TXN00507,35347,UPI,Insufficient Funds,2,17,0.4932882421362422,1
TXN00508,29322,Card,Authentication Failed,1,20,0.2696473583264467,1
TXN00509,26311,UPI,Network Error,4,15,0.7229217567208143,0
TXN00510,37320,UPI,Timeout,3,12,0.3846724635669446,1
TXN00511,26746,UPI,Network Error,2,6,0.3550883726367794,1
TXN00512,38749,Card,Authentication Failed,3,0,0.5691176269496754,0
TXN00513,23149,UPI,Insufficient Funds,4,15,0.3319498738325465,0
TXN00514,14169,Card,Authentication Failed,3,0,0.6121671891093563,0
TXN00515,32680,Wallet,Bank Declined,2,16,0.262455517640067,0
TXN00516,31943,Netbanking,Bank Declined,4,5,0.5016881439930809,1
TXN00517,2949,Netbanking,Timeout,1,1,0.4223507005316106,1
TXN00518,40258,UPI,Authentication Failed,2,16,0.8909700601468815,1
TXN00519,23389,Card,Timeout,5,5,0.692805148704622,1
TXN00520,44790,Netbanking,Timeout,2,13,0.7812058026586071,1
TXN00521,35357,Card,Bank Declined,4,17,0.4277927964778254,0
TXN00522,9923,Card,Timeout,2,5,0.3663172403455409,0
TXN00523,42075,UPI,Bank Declined,1,9,0.8831096039484756,1
TXN00524,9640,Netbanking,Insufficient Funds,1,23,0.2503813247682283,0
TXN00525,16464,UPI,Authentication Failed,5,17,0.49666572962150196,0
TXN00526,4711,UPI,Timeout,3,8,0.7549047451918024,0
TXN00527,27763,Netbanking,Bank Declined,4,7,0.2172881083802779,0
TXN00528,38746,Netbanking,Network Error,4,9,0.8671813913621008,1
TXN00529,31077,Wallet,Timeout,3,16,0.6756047330200342,0
TXN00530,29268,Wallet,Insufficient Funds,1,22,0.24475203094817552,0
TXN00531,49215,Card,Insufficient Funds,1,5,0.09312558970472848,1
TXN00532,25571,Netbanking,Network Error,2,13,0.413748890832109,1
TXN00533,22787,Wallet,Bank Declined,5,21,0.8265237011974058,1
TXN00534,951,Card,Timeout,5,21,0.7802169567551237,1
TXN00535,18171,Card,Bank Declined,5,5,0.3749312051458229,1
TXN00536,6933,Card,Insufficient Funds,2,6,0.09592053546152068,0
TXN00537,12038,Wallet,Bank Declined,5,11,0.6834307186706454,1
TXN00538,35295,Netbanking,Insufficient Funds,3,2,0.4506854081774355,0
TXN00539,26244,UPI,Bank Declined,2,13,0.48316366712076453,1
TXN00540,4100,Card,Network Error,3,21,0.5545280144330447,1
TXN00541,5152,Wallet,Authentication Failed,2,18,0.3517699931503758,0
TXN00542,35606,Wallet,Network Error,5,22,0.7687278795762623,1
TXN00543,28174,UPI,Network Error,3,15,0.9794676194557094,1
TXN00544,38255,UPI,Authentication Failed,3,6,0.3230006720857781,1
TXN00545,40870,Wallet,Authentication Failed,3,7,0.6179816340108524,1
TXN00546,32420,Netbanking,Timeout,2,17,0.5969295390221834,1
TXN00547,38404,UPI,Timeout,4,12,0.6126821052212653,0
TXN00548,46347,Wallet,Network Error,5,20,0.4779030960894701,0
TXN00549,4013,UPI,Network Error,3,8,0.8775944129629932,1
TXN00550,17550,Netbanking,Insufficient Funds,4,9,0.3896789229030687,0
TXN00551,24207,Card,Insufficient Funds,5,20,0.43038409653878484,1
TXN00552,20864,UPI,Timeout,5,22,0.513332638958128,0
TXN00553,43504,Netbanking,Timeout,3,8,0.42726592596686486,1
TXN00554,20591,Wallet,Insufficient Funds,3,14,0.11013727174197432,0
TXN00555,38594,UPI,Insufficient Funds,2,19,0.5498833986474411,1
TXN00556,3473,UPI,Bank Declined,4,1,0.3373639971814989,0
TXN00557,12261,Wallet,Bank Declined,4,12,0.6830527479321584,1
TXN00558,32096,Card,Insufficient Funds,3,1,0.32326351223286776,0
TXN00559,27222,Wallet,Bank Declined,5,18,0.49104236069275603,1
TXN00560,34950,UPI,Authentication Failed,3,1,0.5284242472649402,0
TXN00561,27450,Wallet,Timeout,5,2,0.5573959556892802,0
TXN00562,27572,Netbanking,Timeout,5,5,0.37043398405581307,1
TXN00563,28861,Wallet,Insufficient Funds,3,2,0.266742267001992,0
TXN00564,25451,UPI,Network Error,1,9,0.7646140524857569,1
TXN00565,23232,Wallet,Insufficient Funds,4,23,0.5160490810282096,0
TXN00566,49149,Card,Bank Declined,5,5,0.40035701506799604,0
TXN00567,15405,Wallet,Network Error,5,22,0.6220718385903815,1
TXN00568,9917,Card,Bank Declined,1,15,0.3354130596083562,0
TXN00569,11361,Netbanking,Authentication Failed,2,16,0.34726045707088504,1
TXN00570,517,Card,Bank Declined,1,18,0.2161329618846252,0
TXN00571,41676,Wallet,Authentication Failed,1,2,0.8277225849354213,1
TXN00572,20458,UPI,Authentication Failed,5,17,0.34749466555243436,0
TXN00573,3367,Card,Bank Declined,4,6,0.3592737138555243,1
TXN00574,17309,Netbanking,Bank Declined,1,8,0.3957210028515923,1
TXN00575,24152,Card,Authentication Failed,2,19,0.2891856501868003,0
TXN00576,38613,Card,Network Error,3,11,0.7474840182269539,1
TXN00577,26192,Card,Authentication Failed,1,4,0.2526000672243106,1
TXN00578,11438,Netbanking,Timeout,1,2,0.3939416984284452,1
TXN00579,512,Wallet,Authentication Failed,2,10,0.6513297086130649,1
TXN00580,7643,Card,Network Error,4,3,0.5377624343370099,1
TXN00581,40455,Card,Timeout,1,4,0.7955634786908322,1
TXN00582,33596,UPI,Insufficient Funds,1,0,0.4401973212690994,0
TXN00583,23648,Netbanking,Insufficient Funds,4,17,0.22921482114305916,0
TXN00584,27484,Card,Network Error,2,11,0.7555795653425296,1
TXN00585,44525,Netbanking,Authentication Failed,1,12,0.2813915762050165,0
TXN00586,38856,Card,Bank Declined,4,8,0.5754872681560212,1
TXN00587,18988,Wallet,Network Error,1,1,0.6060036735315243,0
TXN00588,35835,Wallet,Timeout,3,4,0.48751150797220855,1
TXN00589,47395,Card,Timeout,5,12,0.72280349841765,1
TXN00590,48916,Wallet,Insufficient Funds,3,15,0.6599335146381976,0
TXN00591,17606,Card,Timeout,1,15,0.98,1
TXN00592,20563,Wallet,Network Error,2,23,0.7254339381203971,1
TXN00593,18055,UPI,Timeout,5,2,0.5832941120304191,0
TXN00594,37941,UPI,Network Error,3,21,0.4576449701513411,0
TXN00595,5204,UPI,Bank Declined,4,3,0.3799672625765782,1
TXN00596,35011,Netbanking,Insufficient Funds,2,10,0.38561848470483595,0
TXN00597,23290,Netbanking,Timeout,3,22,0.5570943908964965,1
TXN00598,7457,UPI,Network Error,4,13,0.939670165837461,1
TXN00599,32579,Netbanking,Authentication Failed,1,2,0.4578068273589967,0
TXN00600,44911,Wallet,Insufficient Funds,4,15,0.3114112138018048,0
TXN00601,36308,Card,Bank Declined,3,21,0.46847415870378384,0
TXN00602,20250,Card,Network Error,3,14,0.8856341472573607,0
TXN00603,5744,Card,Bank Declined,1,9,0.6555518245928313,0
TXN00604,43386,UPI,Bank Declined,4,8,0.6299181952232249,1
TXN00605,47420,Netbanking,Timeout,4,10,0.5339001156687035,1
TXN00606,3014,Wallet,Timeout,1,15,0.8725329237827076,1
TXN00607,21452,Wallet,Network Error,4,9,0.32685470294899077,0
TXN00608,46452,UPI,Authentication Failed,1,16,0.8095580206366793,0
TXN00609,45012,Wallet,Network Error,2,18,0.6589249298557507,1
TXN00610,14497,Wallet,Authentication Failed,3,1,0.47877516440438894,0
TXN00611,41655,Wallet,Bank Declined,2,23,0.54801709650238,0
TXN00612,47059,Wallet,Insufficient Funds,5,22,0.5171908713736817,0
TXN00613,828,Netbanking,Network Error,5,1,0.3089357985625282,0
TXN00614,798,Wallet,Network Error,5,5,0.9100862995207734,1
TXN00615,40054,Card,Authentication Failed,1,18,0.512717667717975,1
TXN00616,47380,UPI,Bank Declined,4,7,0.4400765637900547,1
TXN00617,14023,Netbanking,Bank Declined,2,2,0.29677189594383996,1
TXN00618,16879,Wallet,Authentication Failed,2,13,0.5076257620509095,0
TXN00619,7500,Netbanking,Bank Declined,2,15,0.5474259398990652,0
TXN00620,24566,Wallet,Timeout,2,0,0.5825526861454344,0
TXN00621,37039,Card,Insufficient Funds,5,20,0.525062065678828,0
TXN00622,4460,UPI,Network Error,2,2,0.5946275701314582,1
TXN00623,35370,Wallet,Insufficient Funds,4,21,0.7229923044926013,1
TXN00624,17201,Wallet,Network Error,5,17,0.7194942624765143,1
TXN00625,32407,Wallet,Timeout,2,8,0.8652345549563362,1
TXN00626,5586,Wallet,Bank Declined,1,5,0.2765491321766352,0
TXN00627,8435,UPI,Authentication Failed,3,22,0.47810390506213396,1
TXN00628,21464,UPI,Timeout,3,20,0.5357933910130068,1
TXN00629,37359,Card,Insufficient Funds,3,0,0.4486376716956143,1
TXN00630,23676,UPI,Authentication Failed,5,20,0.8027794640429979,1
TXN00631,31767,Wallet,Bank Declined,2,9,0.25483675243340465,0
TXN00632,11230,Card,Timeout,5,5,0.3508023586312976,0
TXN00633,22072,Card,Authentication Failed,4,22,0.7952223957103193,1
TXN00634,40519,Card,Timeout,1,11,0.4489950602268502,0
TXN00635,1267,Wallet,Timeout,1,3,0.7681272781148695,1
TXN00636,27292,Netbanking,Bank Declined,3,12,0.5800146926525636,1
TXN00637,1162,Wallet,Network Error,3,16,0.8830255164210606,1
TXN00638,18640,UPI,Authentication Failed,3,7,0.2875622368854825,0
TXN00639,24344,UPI,Bank Declined,2,19,0.2908480760058279,0
TXN00640,21645,Wallet,Timeout,4,2,0.6897728521948153,1
TXN00641,21789,Wallet,Bank Declined,4,11,0.8624650573508597,1
TXN00642,11274,Card,Network Error,4,6,0.590498430859528,1
TXN00643,23025,Wallet,Authentication Failed,4,11,0.42885947017828646,0
TXN00644,37597,Card,Network Error,3,1,0.72468252623852,1
TXN00645,9448,UPI,Insufficient Funds,1,23,0.7013140203815217,1
TXN00646,23814,Card,Authentication Failed,3,13,0.7858494829912366,1
TXN00647,38202,Wallet,Network Error,4,21,0.98,1
TXN00648,9024,UPI,Timeout,3,22,0.315798008241664,1
TXN00649,37198,Netbanking,Authentication Failed,4,4,0.27900070129893356,0
TXN00650,24494,Card,Authentication Failed,5,8,0.6266274343566354,1
TXN00651,6901,UPI,Bank Declined,1,20,0.7744035075336948,1
TXN00652,37714,Card,Timeout,5,10,0.4996710396147366,1
TXN00653,6831,UPI,Insufficient Funds,2,4,0.2174477616239531,0
TXN00654,48236,UPI,Network Error,3,2,0.8508830595668405,1
TXN00655,23725,Card,Bank Declined,2,16,0.2394672976972621,0
TXN00656,17437,Netbanking,Network Error,3,1,0.5585678533078096,1
TXN00657,35407,UPI,Insufficient Funds,5,23,0.40406645581463085,0
TXN00658,7156,UPI,Insufficient Funds,4,0,0.4422440720452264,0
TXN00659,11616,UPI,Authentication Failed,4,6,0.7100306097549438,1
TXN00660,44361,Netbanking,Insufficient Funds,3,13,0.2983920064014608,1
TXN00661,1642,Netbanking,Network Error,4,4,0.728879041272225,1
TXN00662,21777,Wallet,Timeout,5,18,0.7097627959536694,0
TXN00663,46832,Card,Timeout,4,10,0.683331270457623,1
TXN00664,39181,Netbanking,Authentication Failed,5,22,0.6483383051995485,0
TXN00665,27669,Card,Network Error,2,1,0.4816144197476534,0
TXN00666,23422,Wallet,Network Error,5,7,0.35925412750924024,1
TXN00667,19165,Card,Insufficient Funds,1,8,0.13349017042782044,0
TXN00668,18024,Netbanking,Network Error,1,2,0.4572076678577307,1
TXN00669,22656,Card,Bank Declined,1,1,0.5501385548659496,0
TXN00670,27062,Netbanking,Insufficient Funds,3,6,0.6383099253822141,1
TXN00671,28395,Card,Bank Declined,3,4,0.6909053394618689,1
TXN00672,13907,Netbanking,Authentication Failed,3,20,0.7523284229414329,1
TXN00673,42448,Netbanking,Timeout,5,4,0.545682936748264,0
TXN00674,26532,Card,Authentication Failed,3,19,0.48325761915398513,1
TXN00675,17849,Wallet,Timeout,2,12,0.575577320193429,0
TXN00676,41559,UPI,Authentication Failed,1,20,0.33431122908315103,1
TXN00677,26356,Wallet,Network Error,5,19,0.34285166070050044,0
TXN00678,40362,Card,Bank Declined,1,5,0.6136412649790588,1
TXN00679,37180,Wallet,Timeout,3,19,0.98,1
TXN00680,1424,Netbanking,Insufficient Funds,5,17,0.166780793465184,0
TXN00681,25831,UPI,Bank Declined,4,1,0.23267937392949165,1
TXN00682,36009,Card,Insufficient Funds,2,5,0.5956721772767529,1
TXN00683,23903,Card,Bank Declined,3,8,0.3768102046793069,1
TXN00684,19970,Card,Bank Declined,3,2,0.7807506637470498,1
TXN00685,34678,UPI,Authentication Failed,2,0,0.6927556669241608,0
TXN00686,6688,Netbanking,Timeout,2,0,0.9619714759355632,1
TXN00687,38169,Card,Timeout,4,18,0.5862490650296704,0
TXN00688,26890,Wallet,Bank Declined,3,4,0.6633788876154438,0
TXN00689,25389,Card,Network Error,3,12,0.6253983465692895,0
TXN00690,28278,Card,Network Error,1,18,0.7414120881159804,1
TXN00691,28810,Card,Insufficient Funds,5,11,0.3647192342054161,0
TXN00692,15585,Card,Insufficient Funds,5,15,0.18204257249685238,1
TXN00693,44582,Netbanking,Authentication Failed,1,18,0.5555281912023666,1
TXN00694,20752,Wallet,Bank Declined,5,2,0.5700089410062097,0
TXN00695,4848,Netbanking,Insufficient Funds,2,11,0.6174226937821127,1
TXN00696,21333,Wallet,Insufficient Funds,5,4,0.5648644940555069,0
TXN00697,9535,Card,Bank Declined,5,1,0.6646541367590109,1
TXN00698,3809,UPI,Authentication Failed,1,21,0.2793709668868008,0
TXN00699,30455,Netbanking,Insufficient Funds,4,6,0.5544314034646004,1
TXN00700,13216,UPI,Authentication Failed,5,12,0.5502136094481603,1
TXN00701,25570,Netbanking,Timeout,5,14,0.9258696752743113,1
TXN00702,42444,Card,Authentication Failed,4,21,0.84390965389138,1
TXN00703,43018,Netbanking,Network Error,1,2,0.33860961342124984,0
TXN00704,39398,Card,Network Error,4,20,0.874449092248135,1
TXN00705,43056,Netbanking,Authentication Failed,1,19,0.22638817329586944,0
TXN00706,14783,Card,Network Error,2,4,0.5570187379865159,1
TXN00707,604,Card,Timeout,1,23,0.6796099829347554,1
TXN00708,34082,Wallet,Bank Declined,2,7,0.3036705590389892,1
TXN00709,34399,Card,Network Error,2,21,0.8224196687983537,1
TXN00710,28116,Wallet,Network Error,1,0,0.305848292920497,0
TXN00711,24060,Card,Authentication Failed,3,7,0.3180193339038258,0
TXN00712,33691,UPI,Timeout,1,23,0.7065577808974329,0
TXN00713,17412,Card,Bank Declined,5,17,0.7000712934261046,0
TXN00714,37897,UPI,Authentication Failed,5,19,0.8416501718857412,1
TXN00715,46296,UPI,Authentication Failed,3,15,0.6938476563542366,1
TXN00716,49385,Card,Timeout,2,17,0.7702454891784062,1
TXN00717,2205,UPI,Bank Declined,3,19,0.476038802445465,0
TXN00718,36495,Wallet,Timeout,5,11,0.300899097868761,1
TXN00719,45840,Netbanking,Bank Declined,3,12,0.28411148111493534,1
TXN00720,22800,Card,Timeout,1,12,0.6741881813292273,0
TXN00721,34720,UPI,Authentication Failed,3,9,0.6725909200910938,0
TXN00722,37778,Card,Authentication Failed,2,6,0.49221379872752374,1
TXN00723,20659,Wallet,Insufficient Funds,1,13,0.561475308069873,1
TXN00724,27609,Card,Network Error,4,23,0.6653036067325251,1
TXN00725,27960,Card,Timeout,5,15,0.3519233369160185,0
TXN00726,11103,UPI,Insufficient Funds,5,14,0.1844113756775642,0
TXN00727,21832,Wallet,Network Error,3,11,0.88799875627076,1
TXN00728,25926,Netbanking,Timeout,1,8,0.8074389226371076,1
TXN00729,30454,Netbanking,Bank Declined,4,7,0.8263333909087465,1
TXN00730,13943,UPI,Network Error,1,17,0.38229007438465556,1
TXN00731,44572,Card,Authentication Failed,5,22,0.8931557742305518,1
TXN00732,48629,UPI,Insufficient Funds,1,17,0.19658469976495355,0
TXN00733,6290,UPI,Network Error,4,12,0.30824591340064944,0
TXN00734,17740,UPI,Network Error,3,17,0.98,1
TXN00735,38513,Card,Authentication Failed,2,14,0.3967517198115792,0
TXN00736,42456,Wallet,Timeout,1,3,0.7676136167587918,1
TXN00737,44697,UPI,Bank Declined,2,16,0.32367761992341365,0
TXN00738,40921,Card,Authentication Failed,5,4,0.6061599725393991,1
TXN00739,3430,Wallet,Bank Declined,3,21,0.8328244905181914,1
TXN00740,19187,UPI,Timeout,3,15,0.5241268171999071,0
TXN00741,41530,Netbanking,Network Error,1,8,0.7691777832310515,0
TXN00742,24604,Wallet,Bank Declined,3,9,0.33153251215889157,0
TXN00743,7214,UPI,Insufficient Funds,1,23,0.4873567791031076,0
TXN00744,13423,Wallet,Insufficient Funds,1,17,0.2855152462722571,1
TXN00745,34221,Wallet,Authentication Failed,2,16,0.34784578101156616,0
TXN00746,11075,Wallet,Timeout,3,17,0.5192274354925446,0
TXN00747,11123,Wallet,Authentication Failed,1,6,0.32518874795545955,1
TXN00748,21547,Wallet,Authentication Failed,2,3,0.8313412754865179,0
TXN00749,25033,Wallet,Authentication Failed,4,4,0.4780308204219902,1
TXN00750,24059,UPI,Insufficient Funds,2,22,0.22169551348205715,0
TXN00751,767,Netbanking,Insufficient Funds,2,15,0.363885488711153,0
TXN00752,29803,Card,Authentication Failed,1,2,0.4243753167645469,0
TXN00753,9437,Wallet,Insufficient Funds,5,17,0.571093477669328,0
TXN00754,46527,Card,Timeout,5,22,0.979853938319846,1
TXN00755,36587,UPI,Authentication Failed,5,20,0.5066235596883528,1
TXN00756,19229,Wallet,Insufficient Funds,2,13,0.6527233799805682,1
TXN00757,40351,Netbanking,Bank Declined,1,14,0.5961041514917336,1
TXN00758,32021,Card,Authentication Failed,3,16,0.3100649655659634,0
TXN00759,33407,Wallet,Authentication Failed,2,0,0.683435919456939,0
TXN00760,27455,UPI,Timeout,2,20,0.659404147988074,1
TXN00761,37832,Netbanking,Network Error,1,16,0.7554245662764724,1
TXN00762,4935,Card,Network Error,4,22,0.9227811888001655,1
TXN00763,20259,Card,Timeout,2,10,0.6083041994592322,0
TXN00764,38910,Wallet,Timeout,4,16,0.9308243362521488,1
TXN00765,47705,Netbanking,Timeout,4,13,0.8254683099971584,1
TXN00766,40180,Netbanking,Network Error,5,19,0.6420234481145893,1
TXN00767,38188,Netbanking,Timeout,1,18,0.7222554949605745,1
TXN00768,13316,Netbanking,Insufficient Funds,4,20,0.277906792763308,1
TXN00769,35647,UPI,Authentication Failed,1,6,0.888518109817142,1
TXN00770,31571,Netbanking,Authentication Failed,5,23,0.6671458141352772,1
TXN00771,17408,Card,Bank Declined,1,12,0.23069279674764093,1
TXN00772,27632,Card,Bank Declined,2,17,0.4286353340236061,0
TXN00773,34449,UPI,Authentication Failed,4,22,0.6363201036313402,1
TXN00774,45545,Card,Insufficient Funds,1,13,0.08943329445946788,0
TXN00775,5813,Card,Network Error,3,0,0.31671893392339995,1
TXN00776,49507,Netbanking,Network Error,1,6,0.6150169676694618,1
TXN00777,4904,Card,Insufficient Funds,4,7,0.28288312578486896,0
TXN00778,10236,UPI,Network Error,5,17,0.606809025623216,1
TXN00779,109,Netbanking,Timeout,5,8,0.48388531691600356,1
TXN00780,19355,Wallet,Authentication Failed,4,0,0.31530242286008664,0
TXN00781,23893,Netbanking,Authentication Failed,2,21,0.6824003498862363,1
TXN00782,29648,UPI,Insufficient Funds,2,16,0.4101997813874604,0
TXN00783,37992,Netbanking,Network Error,5,18,0.44010794787455676,0
TXN00784,1115,Netbanking,Bank Declined,5,5,0.4237125983819988,0
TXN00785,27812,UPI,Bank Declined,4,2,0.6142655353643282,1
TXN00786,35061,Netbanking,Network Error,2,23,0.35056054379073454,1
TXN00787,8515,UPI,Bank Declined,5,4,0.3032171064863257,1
TXN00788,46418,UPI,Insufficient Funds,2,1,0.10127192287517309,0
TXN00789,47380,Wallet,Insufficient Funds,5,19,0.6186221328998832,1
TXN00790,23933,Card,Network Error,1,3,0.8266864632484064,1
TXN00791,4258,Card,Bank Declined,3,9,0.72731905231548,1
TXN00792,20409,Netbanking,Insufficient Funds,1,9,0.5514277404332196,0
TXN00793,7070,Netbanking,Insufficient Funds,5,23,0.5185697965689083,1
TXN00794,7038,Wallet,Timeout,3,20,0.6338943407647225,0
